first_name,last_name,full_name,team,year,player,position,r1_price,r2_price,r3_price,r4_price,r5_price,r6_price,r7_price,r8_price,r9_price,r10_price,r11_price,r12_price,r13_price,r14_price,r15_price,r16_price,r17_price,r18_price,r19_price,r20_price,r21_price,r22_price,r23_price,r1_score,r2_score,r3_score,r4_score,r5_score,r6_score,r7_score,r8_score,r9_score,r10_score,r11_score,r12_score,r13_score,r14_score,r15_score,r16_score,r17_score,r18_score,r19_score,r20_score,r21_score,r22_score,r23_score
Brandon,Starcevich,Brandon Starcevich,Brisbane Lions,2018,Brandon_Starcevich_Brisbane Lions_2018,FWD MID,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,180500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,63,31
James,Rose,James Rose,Sydney,2018,James_Rose_Sydney_2018,FWD,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,127500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
Joshua,Jaska,Joshua Jaska,Gold Coast,2018,Joshua_Jaska_Gold Coast_2018,DEF,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Pittonet,Marc Pittonet,Hawthorn,2018,Marc_Pittonet_Hawthorn_2018,RUC,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,129700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51,0
Cameron,Polson,Cameron Polson,Carlton,2018,Cameron_Polson_Carlton_2018,MID FWD,130800,130800,130800,130800,130800,130800,130800,130800,130800,130800,130800,130800,130800,130800,141400,129500,129800,120300,138200,149900,168400,164500,173300,0,50,16,0,0,0,0,0,0,0,0,0,0,37,7,36,15,63,33,38,24,30,75
Jack,Higgins,Jack Higgins,Richmond,2018,Jack_Higgins_Richmond_2018,FWD MID,130800,130800,130800,130800,130800,130800,196900,251700,273300,273300,280400,280700,286000,292800,292800,314900,341100,351700,358600,365400,386700,384300,353900,0,0,63,0,91,71,78,51,0,51,67,64,56,0,109,87,36,108,91,74,68,47,90
Callum,Moore,Callum Moore,Richmond,2018,Callum_Moore_Richmond_2018,FWD,133600,133600,133600,133600,133600,133600,133600,133600,133600,133600,133600,133600,169700,169700,169700,169700,208800,222400,242700,242700,242700,242700,242700,0,0,0,0,0,0,0,0,0,68,60,34,0,0,0,98,26,58,0,0,0,0,0
Tim,English,Tim English,Western Bulldogs,2018,Tim_English_Western Bulldogs_2018,RUC FWD,134700,134700,134700,184900,220100,266600,285400,287400,287400,287400,287400,287400,287400,287400,287400,287400,287400,287400,287400,287400,287400,287400,287400,83,33,76,78,78,44,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed,Richards,Ed Richards,Western Bulldogs,2018,Ed_Richards_Western Bulldogs_2018,DEF MID,135300,135300,135300,135300,188100,224900,240900,237800,246600,252500,287100,309300,309300,344200,352000,368700,363000,351200,316000,274900,239300,222200,237100,0,49,81,67,44,58,35,70,57,102,63,0,99,64,90,59,46,31,24,34,51,64,48
Zac,Bailey,Zac Bailey,Brisbane Lions,2018,Zac_Bailey_Brisbane Lions_2018,MID,139800,139800,139800,139800,139800,139800,153300,180800,203100,214900,212700,222700,231200,231200,245000,245000,245000,245000,245000,245000,245000,245000,265700,0,0,0,15,41,57,55,47,47,30,73,51,0,47,0,0,0,0,0,0,0,60,87
Matthew,Ling,Matthew Ling,Sydney,2018,Matthew_Ling_Sydney_2018,DEF,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,144300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyson,Stengle,Tyson Stengle,Richmond,2018,Tyson_Stengle_Richmond_2018,FWD,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,148200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Brander,Jarrod Brander,West Coast,2018,Jarrod_Brander_West Coast_2018,DEF FWD,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,148800,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
Jake,Long,Jake Long,Essendon,2018,Jake_Long_Essendon_2018,MID,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,61,0,0,0,0,0,0
Jack,Frost,Jack Frost,Brisbane Lions,2018,Jack_Frost_Brisbane Lions_2018,DEF,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Smith,Joel Smith,Melbourne,2018,Joel_Smith_Melbourne_2018,DEF,152500,152500,152500,152500,152500,152500,152500,152500,152500,152500,152500,152500,152500,152500,152500,190100,201000,201000,224500,225200,230200,230200,230200,0,0,0,0,0,0,0,0,0,0,0,91,0,34,53,54,0,69,16,65,0,0,0
Darcy,Fogarty,Darcy Fogarty,Adelaide,2018,Darcy_Fogarty_Adelaide_2018,FWD MID,153300,153300,153300,153300,174000,174000,174000,191500,191500,204200,217400,230200,234000,234000,234000,226800,208100,208100,208100,208100,208100,208100,208100,48,44,0,44,0,0,55,0,45,52,62,34,0,0,31,32,0,0,0,0,0,0,0
Michael,Apeness,Michael Apeness,Fremantle,2018,Michael_Apeness_Fremantle_2018,FWD RUC,153700,153700,153700,153700,153700,153700,153700,153700,153700,153700,153700,153700,153700,210800,210800,263300,288500,288500,288500,288500,288500,288500,288500,0,0,0,0,0,0,0,0,0,0,70,64,86,0,97,35,0,0,0,0,0,0,0
Aiden,Bonar,Aiden Bonar,Greater Western Sydney,2018,Aiden_Bonar_Greater Western Sydney_2018,FWD MID,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,157800,210100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,69,40,39
Dylan,Buckley,Dylan Buckley,Greater Western Sydney,2018,Dylan_Buckley_Greater Western Sydney_2018,DEF,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,0,0,0,0,0,0,47,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas,Willsmore,Dallas Willsmore,Hawthorn,2018,Dallas_Willsmore_Hawthorn_2018,MID,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roarke,Smith,Roarke Smith,Western Bulldogs,2018,Roarke_Smith_Western Bulldogs_2018,DEF,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,158300,187700,191400,198000,201900,210600,218600,218600,204600,204600,202400,0,0,0,0,0,0,0,0,0,68,42,0,51,29,52,49,42,56,0,5,0,0,61
Brad,Scheer,Brad Scheer,Gold Coast,2018,Brad_Scheer_Gold Coast_2018,FWD,159400,159400,159400,159400,159400,159400,159400,159400,159400,191900,191900,191900,205100,205100,205100,205100,205100,205100,205100,205100,205100,205100,242600,0,0,0,0,0,0,69,61,39,0,0,46,0,0,0,0,0,0,0,0,0,68,79
Logan,Austin,Logan Austin,St Kilda,2018,Logan_Austin_St Kilda_2018,DEF,159700,159700,159700,159700,159700,159700,159700,159700,159700,159700,159700,159700,237300,271400,271400,271400,292100,292100,292100,292100,292100,292100,344900,0,0,0,0,0,0,0,0,0,106,92,73,54,0,0,86,0,0,0,0,0,88,92
Lochie,O'Brien,Lochie O'Brien,Carlton,2018,Lochie_O'Brien_Carlton_2018,DEF MID,162300,162300,162300,162300,162300,162300,184600,196600,200000,198300,197000,191100,191100,205000,213800,213800,222700,226800,238900,252500,239900,224900,236600,0,0,0,46,61,39,37,50,30,36,39,0,71,34,0,46,65,55,57,15,42,75,54
Jack,Trengove,Jack Trengove,Port Adelaide,2018,Jack_Trengove_Port Adelaide_2018,FWD,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,162700,201000,201000,201000,201000,201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,32,0,0,0,0,0
Josh,Williams,Josh Williams,North Melbourne,2018,Josh_Williams_North Melbourne_2018,MID,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,165500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,OShea,Cameron OShea,Carlton,2018,Cameron_OShea_Carlton_2018,FWD,166000,166000,166000,166000,166000,170400,173000,182300,202900,204400,204600,204700,204700,204700,199800,199800,199800,199800,199800,199800,174900,174900,174900,0,48,0,45,14,48,62,46,18,59,46,0,0,8,0,0,0,0,0,13,0,0,0
Aaron,Naughton,Aaron Naughton,Western Bulldogs,2018,Aaron_Naughton_Western Bulldogs_2018,DEF,166800,166800,166800,182400,218400,251300,282300,303100,289900,289900,289900,289900,289900,289900,276300,246500,239000,233700,226900,244200,250700,269100,308700,25,48,61,78,62,78,75,0,0,0,0,0,0,70,32,32,70,26,82,57,57,82,96
Ben,Long,Ben Long,St Kilda,2018,Ben_Long_St Kilda_2018,FWD,168200,168200,168200,189300,207300,241300,269900,290500,290500,290500,290500,290500,290500,290500,290500,290500,290500,290500,290500,290500,290500,279300,248400,61,51,35,65,97,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,35
Mitchell,Hibberd,Mitchell Hibberd,North Melbourne,2018,Mitchell_Hibberd_North Melbourne_2018,DEF,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,169300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Foote,Jordan Foote,Sydney,2018,Jordan_Foote_Sydney_2018,MID FWD,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,169800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cole,Tom Cole,West Coast,2018,Tom_Cole_West Coast_2018,DEF,170400,170400,170400,170400,170400,170400,170400,238100,259400,272500,267300,279100,279100,285900,288500,282500,270000,260800,256000,269800,288400,308000,311400,0,0,0,0,98,67,88,36,62,54,71,0,58,50,55,40,49,60,79,69,74,58,59
Nick,Coffield,Nick Coffield,St Kilda,2018,Nick_Coffield_St Kilda_2018,DEF MID,171300,171300,171300,171300,171300,219300,235000,236600,238600,250100,250100,250100,252500,252500,252500,252500,252500,252500,252500,250900,238300,238300,238300,0,0,66,80,61,24,59,64,47,0,0,46,0,0,0,0,0,0,58,22,0,0,0
Nathan,Drummond,Nathan Drummond,Richmond,2018,Nathan_Drummond_Richmond_2018,FWD,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,172400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Lovell,Kieran Lovell,Hawthorn,2018,Kieran_Lovell_Hawthorn_2018,MID,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,174800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Weideman,Sam Weideman,Melbourne,2018,Sam_Weideman_Melbourne_2018,FWD,175300,175300,175300,175300,175300,175300,175300,192500,188500,188500,188500,188500,188500,188500,188500,191000,191000,191000,191000,191000,191000,191000,221900,0,0,0,0,64,31,48,28,0,0,0,0,0,0,45,0,0,0,0,0,0,61,71
Hunter,Clark,Hunter Clark,St Kilda,2018,Hunter_Clark_St Kilda_2018,MID DEF,175800,175800,175800,175800,175800,180300,180300,186300,203600,231700,254900,269700,264200,280800,280800,302700,312700,297700,280600,280600,271800,271800,271800,40,26,0,0,47,0,48,56,82,53,51,47,98,0,76,34,47,63,0,43,0,0,0
Matt,Shaw,Matt Shaw,Carlton,2018,Matt_Shaw_Carlton_2018,MID,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,180300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,65,0,0,0,0,0
Jaidyn,Stephenson,Jaidyn Stephenson,Collingwood,2018,Jaidyn_Stephenson_Collingwood_2018,FWD MID,180300,180300,180300,203600,245100,286700,322600,334400,324900,334200,330000,320100,316100,316100,318600,332400,320600,298900,289000,281500,279700,288800,311100,62,64,33,115,88,47,84,49,84,58,34,93,0,70,63,44,40,77,43,49,101,54,56
Joe,Atley,Joe Atley,Port Adelaide,2018,Joe_Atley_Port Adelaide_2018,DEF,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,180900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Cerra,Adam Cerra,Fremantle,2018,Adam_Cerra_Fremantle_2018,MID FWD,184800,184800,184800,184800,202600,227600,241100,268900,285000,298800,309400,295700,313900,319400,319400,334300,329500,338700,355400,352900,324800,282500,247400,0,61,53,34,87,44,75,79,49,75,31,114,56,0,59,79,84,82,46,26,33,54,54
Kurt,Mutimer,Kurt Mutimer,West Coast,2018,Kurt_Mutimer_West Coast_2018,DEF,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,185800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Simpson,Sam Simpson,Geelong,2018,Sam_Simpson_Geelong_2018,FWD,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,187400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
Will,Brodie,Will Brodie,Gold Coast,2018,Will_Brodie_Gold Coast_2018,MID,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,224600,253000,279200,305800,338600,339600,339600,0,0,0,0,0,0,0,0,0,0,57,63,0,0,0,78,60,76,95,91,25,0,0
Jordan,Cunico,Jordan Cunico,Geelong,2018,Jordan_Cunico_Geelong_2018,MID,188600,188600,188600,188600,188600,188600,246100,266700,274500,271900,282600,307300,355400,389100,389100,390300,390300,390300,352500,329900,315700,315700,315700,0,0,0,109,60,71,62,45,53,89,83,122,84,0,35,0,0,35,95,41,0,0,0
Luke,Davies-Uniacke,Luke Davies-Uniacke,North Melbourne,2018,Luke_Davies-Uniacke_North Melbourne_2018,MID,189300,189300,189300,194900,205000,205000,191700,191700,191700,191700,191700,191700,191700,191700,191700,191700,191700,200500,199700,199700,199700,199700,199700,25,77,23,37,0,32,0,0,0,0,0,0,0,0,0,0,68,21,0,0,0,0,0
Dan,Nielson,Dan Nielson,North Melbourne,2018,Dan_Nielson_North Melbourne_2018,DEF,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,190100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Zurhaar,Cameron Zurhaar,North Melbourne,2018,Cameron_Zurhaar_North Melbourne_2018,FWD,190200,190200,190200,190200,190200,190200,190200,218600,218600,218600,218600,218600,213000,213000,213000,213000,212400,212400,212400,212400,212400,212400,212400,0,0,0,0,87,44,46,0,0,0,0,30,0,0,0,53,0,0,0,0,0,0,0
Josh,Daicos,Josh Daicos,Collingwood,2018,Josh_Daicos_Collingwood_2018,MID FWD,190500,190500,190500,190500,190500,190500,190500,190500,190500,190500,190500,190500,210800,210800,224700,230200,243000,254000,277300,293800,308500,308500,308500,0,0,0,0,0,0,0,0,0,45,69,47,0,43,60,67,46,95,66,53,0,0,0
Ben,Crocker,Ben Crocker,Collingwood,2018,Ben_Crocker_Collingwood_2018,FWD,190600,190600,190600,208800,223400,232500,232500,232100,217900,217900,217900,217900,217900,217900,217900,227500,231300,229000,229000,229000,229000,229000,229000,59,51,44,60,47,0,31,30,0,0,0,0,0,0,94,24,18,0,0,0,0,0,0
Tim,Mohr,Tim Mohr,Greater Western Sydney,2018,Tim_Mohr_Greater Western Sydney_2018,DEF,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,0,0,0,0,0,0,0,0,68,44,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,McKay,Ben McKay,North Melbourne,2018,Ben_McKay_North Melbourne_2018,FWD MID,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paddy,Dow,Paddy Dow,Carlton,2018,Paddy_Dow_Carlton_2018,MID FWD,193800,193800,193800,200400,208600,225700,241900,268100,282200,288700,293100,298600,298600,307800,314800,312700,312700,303400,282100,282100,290700,311500,318700,35,46,49,41,70,59,74,60,51,72,65,0,63,74,51,0,45,42,86,65,75,69,0
Todd,Marshall,Todd Marshall,Port Adelaide,2018,Todd_Marshall_Port Adelaide_2018,FWD,194300,194300,194300,241600,271300,271300,271300,271300,271300,271300,271300,271300,271300,267700,254700,245800,245800,245800,245800,245800,245800,245800,245800,59,93,69,46,0,0,0,0,0,0,0,0,40,47,49,0,0,0,0,0,0,0,0
Zach,Guthrie,Zach Guthrie,Geelong,2018,Zach_Guthrie_Geelong_2018,DEF,194400,194400,194400,226000,222100,222100,205100,188400,188400,188400,188400,188400,188400,174500,174500,174500,174500,174500,174500,174500,174500,174500,174500,86,45,55,24,0,15,46,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
Will,Setterfield,Will Setterfield,Greater Western Sydney,2018,Will_Setterfield_Greater Western Sydney_2018,MID,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,195700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Brayshaw,Andrew Brayshaw,Fremantle,2018,Andrew_Brayshaw_Fremantle_2018,MID,198300,198300,198300,213600,218400,222100,237100,256600,268400,271500,278700,287000,295500,307300,307300,309900,313500,313500,313500,312100,320900,320900,320900,58,62,32,42,62,61,62,58,49,72,65,56,83,0,55,60,0,0,74,78,0,0,0
Aidyn,Johnson,Aidyn Johnson,Port Adelaide,2018,Aidyn_Johnson_Port Adelaide_2018,FWD,199700,199700,199700,199700,199700,199700,199700,199700,199700,199700,199700,199700,199700,199700,199700,199700,212000,212000,212000,212000,212000,207300,185000,0,0,0,0,0,72,63,0,0,0,0,0,0,0,0,15,0,0,0,0,42,21,0
Ben,Jacobs,Ben Jacobs,North Melbourne,2018,Ben_Jacobs_North Melbourne_2018,MID,200100,200100,200100,244500,290100,308200,311400,335600,349800,373800,394300,421300,427000,427000,427000,427000,425800,425800,425800,425800,425800,425800,425800,29,104,85,56,69,65,106,63,96,111,90,67,0,0,0,102,0,0,0,0,0,0,0
Jack,Scrimshaw,Jack Scrimshaw,Gold Coast,2018,Jack_Scrimshaw_Gold Coast_2018,DEF,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,202300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam,Rayner,Cam Rayner,Brisbane Lions,2018,Cam_Rayner_Brisbane Lions_2018,FWD MID,202800,202800,202800,203000,230300,268600,290900,295900,288200,283700,263900,273100,282200,282200,284500,292000,304400,336500,344400,333300,330100,320100,312300,38,20,63,97,60,52,73,36,55,35,89,62,0,25,104,78,76,70,40,88,53,76,38
Patrick,Lipinski,Patrick Lipinski,Western Bulldogs,2018,Patrick_Lipinski_Western Bulldogs_2018,MID FWD,204000,204000,204000,204000,204000,204000,204000,227300,257700,275700,283500,276700,276700,263100,260700,264900,264800,257800,257800,248100,275800,309500,328800,0,0,0,0,51,69,54,82,60,41,54,0,41,59,69,34,43,0,59,113,74,81,25
Teia,Miles,Teia Miles,Hawthorn,2018,Teia_Miles_Hawthorn_2018,DEF FWD,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,205600,226900,264200,294100,313900,301400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,58,64,101,65,60,70,36
Oleg,Markov,Oleg Markov,Richmond,2018,Oleg_Markov_Richmond_2018,DEF,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,205700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reilly,O'Brien,Reilly O'Brien,Adelaide,2018,Reilly_O'Brien_Adelaide_2018,RUC,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,207800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,McKay,Harry McKay,Carlton,2018,Harry_McKay_Carlton_2018,FWD,207800,207800,207800,207800,207800,207800,207800,236800,256600,266900,269500,269500,269500,269500,269500,269500,269500,267900,271000,278900,303000,330200,355000,0,0,0,0,63,63,63,61,54,51,0,0,0,0,0,0,56,64,64,98,86,67,74
James,Cousins,James Cousins,Hawthorn,2018,James_Cousins_Hawthorn_2018,MID,209100,209100,209100,209100,209100,209100,209100,215900,215900,214400,214400,214400,214400,214400,214400,214400,214400,214400,214400,214400,214400,214400,214400,0,0,0,0,53,43,44,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Begley,Josh Begley,Essendon,2018,Josh_Begley_Essendon_2018,FWD,209700,209700,209700,225100,221900,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,199500,61,52,46,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,McNiece,Ben McNiece,Essendon,2018,Ben_McNiece_Essendon_2018,DEF,209700,209700,209700,209700,209700,209700,209700,209700,236400,236400,236400,236400,236400,236400,236400,236400,249300,234000,242300,242300,244000,259400,259400,0,0,0,0,0,67,69,50,0,0,0,0,0,0,0,55,13,94,0,46,45,0,0
Nathan,Brown,Nathan Brown,St Kilda,2018,Nathan_Brown_St Kilda_2018,MID,210400,210400,210400,218900,226800,226000,222900,215200,220800,225100,225100,225100,224900,212800,212800,186400,186400,186400,186400,184000,201200,210100,210100,44,40,60,46,25,56,35,51,57,0,0,28,23,0,20,0,0,0,66,66,12,0,0
Will,Snelling,Will Snelling,Port Adelaide,2018,Will_Snelling_Port Adelaide_2018,FWD,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,211100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory,Gregson,Cory Gregson,Geelong,2018,Cory_Gregson_Geelong_2018,FWD,211200,211200,211200,222100,225000,225000,238200,241200,258000,263500,260800,260800,260800,244800,244800,244800,244800,244800,244800,244800,244800,244800,244800,35,37,78,22,0,63,64,56,48,48,0,0,25,0,0,0,0,0,0,0,0,0,0
Josh,Schoenfeld,Josh Schoenfeld,Gold Coast,2018,Josh_Schoenfeld_Gold Coast_2018,MID,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,231300,243900,245300,245300,245300,245300,245300,241700,0,0,0,0,0,0,0,0,0,0,0,0,67,50,56,64,32,0,0,0,0,0,48
Jonathan,ORourke,Jonathan ORourke,Hawthorn,2018,Jonathan_ORourke_Hawthorn_2018,DEF MID,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,212200,218400,218400,218400,218400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,50,64,0,0,0,0
Harrison,Macreadie,Harrison Macreadie,Carlton,2018,Harrison_Macreadie_Carlton_2018,FWD,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,212400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Lloyd,Daniel Lloyd,Greater Western Sydney,2018,Daniel_Lloyd_Greater Western Sydney_2018,FWD,214200,214200,214200,251300,283000,306500,322300,333300,340100,339100,327700,320200,300100,300100,300100,300100,300100,300100,300100,300100,300100,300100,288300,61,54,95,69,54,94,69,53,81,44,55,50,0,0,0,0,0,0,0,0,0,80,30
Adam,Kennedy,Adam Kennedy,Greater Western Sydney,2018,Adam_Kennedy_Greater Western Sydney_2018,DEF MID,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,217000,264600,332200,363800,386900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,87,94,134,48,95,97
Aliir,Aliir,Aliir Aliir,Sydney,2018,Aliir_Aliir_Sydney_2018,DEF,218100,218100,218100,218100,218100,218100,218100,218100,218100,218100,218100,218100,218100,218100,218100,241800,290200,328300,379300,403600,422500,419200,387400,0,0,0,32,0,0,0,0,0,0,0,0,91,0,64,102,97,117,73,101,79,66,53
Luke,Partington,Luke Partington,West Coast,2018,Luke_Partington_West Coast_2018,FWD,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Gallucci,Jordan Gallucci,Adelaide,2018,Jordan_Gallucci_Adelaide_2018,MID FWD,219400,219400,219400,219400,219400,219400,219400,241800,242400,234200,227200,227200,227200,248900,248900,253200,254900,253800,253100,249500,236000,226900,266000,0,0,0,0,54,76,51,20,57,48,0,0,80,0,34,45,74,35,38,50,37,74,103
Rowan,Marshall,Rowan Marshall,St Kilda,2018,Rowan_Marshall_St Kilda_2018,FWD,219400,219400,219400,219400,219400,219400,219400,226600,214300,203900,203900,213600,213600,213600,213600,213600,213600,240600,274200,291500,291500,299200,339600,0,0,79,39,0,0,29,41,36,0,67,0,0,0,0,0,88,68,51,0,78,85,93
