first_name,last_name,full_name,team,year,player,position,r1_price,r2_price,r3_price,r4_price,r5_price,r6_price,r7_price,r8_price,r9_price,r10_price,r11_price,r12_price,r13_price,r14_price,r15_price,r16_price,r17_price,r18_price,r19_price,r20_price,r21_price,r22_price,r23_price,r1_score,r2_score,r3_score,r4_score,r5_score,r6_score,r7_score,r8_score,r9_score,r10_score,r11_score,r12_score,r13_score,r14_score,r15_score,r16_score,r17_score,r18_score,r19_score,r20_score,r21_score,r22_score,r23_score
Callan,England,Callan England,West Coast,2018,Callan_England_West Coast_2018,MID,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony,Olango,Tony Olango,West Coast,2018,Tony_Olango_West Coast_2018,RUC,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,Baker,Liam Baker,Richmond,2018,Liam_Baker_Richmond_2018,FWD,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,103900,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,0,35,0
Patrick,Wilson,Patrick Wilson,Adelaide,2018,Patrick_Wilson_Adelaide_2018,MID FWD,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
Mason,Redman,Mason Redman,Essendon,2018,Mason_Redman_Essendon_2018,DEF,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,0,0,0,0,0,0,0,0,0,0,0,90,0,73,0,0,0,0,0,0,0,0,0
Trent,Mynott,Trent Mynott,Essendon,2018,Trent_Mynott_Essendon_2018,MID,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,McPherson,Andrew McPherson,Adelaide,2018,Andrew_McPherson_Adelaide_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor,Ballenden,Connor Ballenden,Brisbane Lions,2018,Connor_Ballenden_Brisbane Lions_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Payne,Jack Payne,Brisbane Lions,2018,Jack_Payne_Brisbane Lions_2018,FWD MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toby,Wooller,Toby Wooller,Brisbane Lions,2018,Toby_Wooller_Brisbane Lions_2018,MID FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,De Koning,Tom De Koning,Carlton,2018,Tom_De Koning_Carlton_2018,RUC FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,21
Jarrod,Garlett,Jarrod Garlett,Carlton,2018,Jarrod_Garlett_Carlton_2018,FWD MID,117300,117300,117300,158200,193300,212500,212500,218400,206000,199600,199600,199600,199600,199600,187700,190400,190400,202300,202300,202300,202300,202300,202300,61,36,64,71,21,0,48,35,27,0,0,0,0,32,62,0,49,0,0,0,0,0,0
Tyler,Brown,Tyler Brown,Collingwood,2018,Tyler_Brown_Collingwood_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Murphy,Nathan Murphy,Collingwood,2018,Nathan_Murphy_Collingwood_2018,DEF FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29
Matt,Guelfi,Matt Guelfi,Essendon,2018,Matt_Guelfi_Essendon_2018,FWD MID,117300,117300,117300,117300,117300,117300,177500,177500,177500,215700,243600,269900,293700,293700,308900,305300,292800,298200,304100,303500,303500,303500,262000,0,0,0,72,69,63,0,0,61,68,76,73,0,63,45,51,95,50,40,0,0,42,53
Jordan,Houlahan,Jordan Houlahan,Essendon,2018,Jordan_Houlahan_Essendon_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Zerk-Thatcher,Brandon Zerk-Thatcher,Essendon,2018,Brandon_Zerk-Thatcher_Essendon_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch,Crowden,Mitch Crowden,Fremantle,2018,Mitch_Crowden_Fremantle_2018,FWD MID,117300,117300,117300,117300,159200,201800,221700,226900,222600,206300,206300,206300,206300,206300,206300,206300,206300,206300,206300,206300,186300,186300,186300,0,29,72,61,55,48,41,38,19,0,0,0,0,0,0,0,0,0,0,25,0,0,0
Hugh,Dixon,Hugh Dixon,Fremantle,2018,Hugh_Dixon_Fremantle_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Jones,Scott Jones,Fremantle,2018,Scott_Jones_Fremantle_2018,RUC,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,160100,200900,234600,234600,234600,234600,0,0,0,0,0,0,0,0,0,0,49,38,0,0,0,0,81,71,47,0,0,0,0
Lloyd,Meek,Lloyd Meek,Fremantle,2018,Lloyd_Meek_Fremantle_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,North,Tom North,Fremantle,2018,Tom_North_Fremantle_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Switkowski,Sam Switkowski,Fremantle,2018,Sam_Switkowski_Fremantle_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,90
Charlie,Constable,Charlie Constable,Geelong,2018,Charlie_Constable_Geelong_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachie,Fogarty,Lachie Fogarty,Geelong,2018,Lachie_Fogarty_Geelong_2018,MID FWD,117300,117300,117300,175200,217600,267800,294800,307800,307800,307800,307800,309700,319200,311700,311700,286000,265400,265400,265400,266400,272700,260200,260200,82,47,70,80,89,50,66,0,0,0,73,70,32,0,31,66,0,0,68,44,28,0,0
Tim,Kelly,Tim Kelly,Geelong,2018,Tim_Kelly_Geelong_2018,MID,117300,117300,117300,231700,303600,337100,367600,401000,432500,429200,401700,399000,415100,435800,435800,433200,424600,432900,443000,436100,432900,414300,463900,118,117,90,89,73,106,115,91,48,57,130,91,75,0,95,76,107,105,44,112,69,155,87
Gryan,Miers,Gryan Miers,Geelong,2018,Gryan_Miers_Geelong_2018,RUC,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Ballard,Charlie Ballard,Gold Coast,2018,Charlie_Ballard_Gold Coast_2018,FWD MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,124500,124500,133600,148800,176700,197700,202100,200000,211500,229100,229100,229100,229100,229100,0,0,0,0,0,0,33,42,12,0,41,62,49,43,39,37,72,60,0,0,0,0,0
Brayden,Crossley,Brayden Crossley,Gold Coast,2018,Brayden_Crossley_Gold Coast_2018,RUC,117300,117300,117300,117300,117300,117300,117300,117300,117300,151700,151700,151700,151700,151700,151700,173500,181300,202400,211300,211300,211300,228500,231400,0,0,0,0,0,0,65,53,30,0,0,0,0,0,59,35,64,45,0,0,60,37,51
Brent,Daniels,Brent Daniels,Greater Western Sydney,2018,Brent_Daniels_Greater Western Sydney_2018,FWD MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,151500,183200,210400,235400,234600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,56,60,58,68,18,0
Zac,Langdon,Zac Langdon,Greater Western Sydney,2018,Zac_Langdon_Greater Western Sydney_2018,FWD,117300,117300,117300,117300,117300,117300,163300,194400,209900,220700,230400,254500,271800,271800,293000,282200,273300,285800,295000,302200,287100,289800,266500,47,65,0,0,0,60,42,50,59,45,88,60,0,64,31,58,106,32,59,61,63,46,25
Nick,Shipley,Nick Shipley,Greater Western Sydney,2018,Nick_Shipley_Greater Western Sydney_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Taylor,Sam Taylor,Greater Western Sydney,2018,Sam_Taylor_Greater Western Sydney_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,157900,177600,185700,202500,202500,226100,231800,231800,231800,0,0,0,0,0,0,0,0,0,0,57,59,0,46,36,45,70,0,62,20,0,0,0
Dylan,Moore,Dylan Moore,Hawthorn,2018,Dylan_Moore_Hawthorn_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,Ross,Jackson Ross,Hawthorn,2018,Jackson_Ross_Hawthorn_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Worpel,James Worpel,Hawthorn,2018,James_Worpel_Hawthorn_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,143300,143300,143300,143300,143300,143300,143300,143300,143300,182100,227600,287000,318900,359300,0,0,0,0,0,64,33,0,32,0,0,0,0,0,0,0,0,110,72,92,85,70,98
Oskar,Baker,Oskar Baker,Melbourne,2018,Oskar_Baker_Melbourne_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayley,Fritsch,Bayley Fritsch,Melbourne,2018,Bayley_Fritsch_Melbourne_2018,FWD MID,117300,117300,117300,164900,199600,199600,238000,269700,310100,338100,369000,397400,416200,416200,425100,417500,419300,419300,415300,388000,370400,349400,336700,60,60,56,58,0,90,65,98,87,87,111,85,0,76,82,102,72,74,47,78,56,77,59
Harrison,Petty,Harrison Petty,Melbourne,2018,Harrison_Petty_Melbourne_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
Charlie,Spargo,Charlie Spargo,Melbourne,2018,Charlie_Spargo_Melbourne_2018,FWD MID,117300,117300,117300,117300,117300,117300,117300,117300,178700,214000,232600,238200,238000,238000,238000,238000,225200,242800,256200,269100,276400,271800,259600,0,0,0,0,0,81,78,49,60,61,31,52,0,0,0,34,91,54,41,87,32,49,60
Kyron,Hayden,Kyron Hayden,North Melbourne,2018,Kyron_Hayden_North Melbourne_2018,MID FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Walker,Will Walker,North Melbourne,2018,Will_Walker_North Melbourne_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,136700,148400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,32,32,47,0
Tristan,Xerri,Tristan Xerri,North Melbourne,2018,Tristan_Xerri_North Melbourne_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dom,Barry,Dom Barry,Port Adelaide,2018,Dom_Barry_Port Adelaide_2018,MID,117300,117300,117300,151000,151000,151000,171900,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,44,62,39,0,0,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Farrell,Kane Farrell,Port Adelaide,2018,Kane_Farrell_Port Adelaide_2018,DEF MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,149100,168200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,65,31,33,45
Joel,Garner,Joel Garner,Port Adelaide,2018,Joel_Garner_Port Adelaide_2018,MID FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Hayes,Sam Hayes,Port Adelaide,2018,Sam_Hayes_Port Adelaide_2018,RUC,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Patmore,Jake Patmore,Port Adelaide,2018,Jake_Patmore_Port Adelaide_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah,Balta,Noah Balta,Richmond,2018,Noah_Balta_Richmond_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,Coleman-Jones,Callum Coleman-Jones,Richmond,2018,Callum_Coleman-Jones_Richmond_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Miller,Ben Miller,Richmond,2018,Ben_Miller_Richmond_2018,MID DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Naish,Patrick Naish,Richmond,2018,Patrick_Naish_Richmond_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar,Clavarino,Oscar Clavarino,St Kilda,2018,Oscar_Clavarino_St Kilda_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Paton,Ben Paton,St Kilda,2018,Ben_Paton_St Kilda_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,157700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,52,79
Tom,McCartin,Tom McCartin,Sydney,2018,Tom_McCartin_Sydney_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,128300,128300,150700,180400,180400,211400,240000,243400,246900,236500,231400,242200,271800,0,0,0,0,0,0,0,27,45,23,0,60,74,0,46,74,34,49,45,40,82,65,43
Ryley,Stoddart,Ryley Stoddart,Sydney,2018,Ryley_Stoddart_Sydney_2018,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,35,21,0,0,0,0,0,0,0,0,0,0,0,0
Brayden,Ainsworth,Brayden Ainsworth,West Coast,2018,Brayden_Ainsworth_West Coast_2018,MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,157400,157400,157400,157400,157400,157400,157400,0,0,0,0,0,0,0,66,0,0,0,0,0,0,45,51,0,0,0,0,0,0,0
Oscar,Allen,Oscar Allen,West Coast,2018,Oscar_Allen_West Coast_2018,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,57
Hamish,Brayshaw,Hamish Brayshaw,West Coast,2018,Hamish_Brayshaw_West Coast_2018,DEF MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Petruccelle,Jack Petruccelle,West Coast,2018,Jack_Petruccelle_West Coast_2018,FWD MID,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,113300,113300,113300,113300,0,0,0,0,0,12,33,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
Liam,Ryan,Liam Ryan,West Coast,2018,Liam_Ryan_West Coast_2018,FWD,117300,117300,117300,194100,194100,194100,194100,194100,194100,194100,194100,194100,194100,252800,257600,237700,237700,237700,237700,237700,246000,255900,265200,38,115,88,0,0,0,0,0,0,0,0,0,45,31,37,0,0,0,0,97,40,36,93
Callum,Porter,Callum Porter,Western Bulldogs,2018,Callum_Porter_Western Bulldogs_2018,FWD DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gowers,Billy Gowers,Western Bulldogs,2018,Billy_Gowers_Western Bulldogs_2018,FWD,117400,117400,117400,152900,179100,194500,220800,252200,278600,282900,274600,274700,274700,276000,310700,339900,353500,330000,309000,309000,309000,298100,297900,49,57,43,48,48,78,76,57,45,49,71,0,48,126,82,31,50,74,0,0,42,58,92
Doulton,Langlands,Doulton Langlands,St Kilda,2018,Doulton_Langlands_St Kilda_2018,DEF,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,118900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
