first_name,last_name,full_name,team,year,player,position,r1_price,r2_price,r3_price,r4_price,r5_price,r6_price,r7_price,r8_price,r9_price,r10_price,r11_price,r12_price,r13_price,r14_price,r15_price,r16_price,r17_price,r18_price,r19_price,r20_price,r21_price,r22_price,r23_price,r1_score,r2_score,r3_score,r4_score,r5_score,r6_score,r7_score,r8_score,r9_score,r10_score,r11_score,r12_score,r13_score,r14_score,r15_score,r16_score,r17_score,r18_score,r19_score,r20_score,r21_score,r22_score,r23_score
Aaron,Francis,Aaron Francis,Essendon,2021,Aaron_Francis_Essendon_2021,DEF,320300,320300,320300,335000,350000,374400,347300,347300,330800,304600,303000,303000,282100,282100,282100,282100,282100,282100,282100,282100,256900,237200,251000,51,52,118,60,82,17,0,70,51,57,0,25,0,0,0,0,0,0,0,29,55,60,62
Aaron,Hall,Aaron Hall,North Melbourne,2021,Aaron_Hall_North Melbourne_2021,FWD,392200,392200,392200,392200,388000,398600,398600,415500,419500,454900,480500,502100,502100,530500,554700,549100,535400,530800,541900,554600,568300,580600,597900,0,6,81,133,37,0,106,113,112,104,121,0,141,100,73,118,116,110,124,128,116,127,139
Aaron,Naughton,Aaron Naughton,Western Bulldogs,2021,Aaron_Naughton_Western Bulldogs_2021,FWD,329700,329700,329700,364000,410000,426900,430300,414200,402300,402700,411500,419100,417900,417900,387600,377700,348700,348700,331400,305200,292000,299600,286500,64,112,95,110,73,76,71,72,98,90,76,81,0,17,108,31,0,31,75,46,71,51,42
Aaron,Nietschke,Aaron Nietschke,Melbourne,2021,Aaron_Nietschke_Melbourne_2021,MID,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Vandenberg,Aaron Vandenberg,Melbourne,2021,Aaron_Vandenberg_Melbourne_2021,MID,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,301300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,29,0,0
Adam,Cerra,Adam Cerra,Fremantle,2021,Adam_Cerra_Fremantle_2021,MID,484800,484800,484800,490800,494700,451100,451100,451100,451100,430800,408100,420600,421200,418700,418700,411000,425200,428300,432200,433000,461000,483500,494200,122,120,56,120,15,0,0,0,88,102,83,67,97,0,65,111,83,72,103,147,77,93,0
Adam,Kennedy,Adam Kennedy,Greater Western Sydney,2021,Adam_Kennedy_Greater Western Sydney_2021,MID,300900,300900,300900,300900,300900,300900,300900,300900,300900,300900,300900,300900,300900,300900,300900,296400,307600,319800,331300,342600,342600,342600,344300,0,0,0,0,0,0,0,0,0,0,0,0,53,45,69,85,56,77,89,0,0,60,52
Adam,Saad,Adam Saad,Carlton,2021,Adam_Saad_Carlton_2021,DEF,526200,526200,526200,496700,474300,472300,471800,467300,430000,408200,396700,411700,430900,430900,438100,450100,467900,478700,477600,459400,431200,413600,369800,114,66,62,112,99,66,106,21,80,116,76,97,0,93,95,116,91,78,73,59,86,45,67
Adam,Tomlinson,Adam Tomlinson,Melbourne,2021,Adam_Tomlinson_Melbourne_2021,DEF MID,324000,324000,324000,335100,321000,305600,305200,290300,290300,290300,290300,290300,290300,290300,290300,290300,290300,290300,290300,290300,290300,290300,290300,82,68,65,31,57,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Treloar,Adam Treloar,Western Bulldogs,2021,Adam_Treloar_Western Bulldogs_2021,MID,587600,587600,587600,552800,551700,560600,568600,563300,546700,520600,478700,478700,478700,478700,478700,478700,478700,478700,478700,478700,478700,442400,399300,63,95,108,118,117,113,97,87,83,45,0,0,0,0,0,0,0,0,0,0,76,72,80
Aidan,Corr,Aidan Corr,North Melbourne,2021,Aidan_Corr_North Melbourne_2021,DEF,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,381100,74,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiden,Begg,Aiden Begg,Collingwood,2021,Aiden_Begg_Collingwood_2021,RUC,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,0,0,0,0,0,0,0,0,0
Aiden,Bonar,Aiden Bonar,North Melbourne,2021,Aiden_Bonar_North Melbourne_2021,DEF,245400,245400,245400,245400,258000,291200,324100,337200,316800,316800,316800,316800,316800,316800,316800,316800,316800,316800,316800,316800,316800,272100,224100,49,81,0,42,103,101,19,34,0,0,0,0,0,0,0,0,0,0,0,0,35,35,32
Aiden,Fyfe,Aiden Fyfe,Gold Coast,2021,Aiden_Fyfe_Gold Coast_2021,DEF MID,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alec,Waterman,Alec Waterman,Essendon,2021,Alec_Waterman_Essendon_2021,FWD,102400,102400,102400,102400,102400,148400,148400,148400,148400,148400,167200,179900,202700,202700,202700,213600,214400,218300,231100,231100,231100,249000,274300,0,0,81,56,27,0,0,0,0,48,54,57,0,0,33,37,66,57,0,0,56,58,82
Alex,Davies,Alex Davies,Gold Coast,2021,Alex_Davies_Gold Coast_2021,MID,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Alex,Keath,Alex Keath,Western Bulldogs,2021,Alex_Keath_Western Bulldogs_2021,DEF,323900,323900,323900,353900,372500,395100,402000,427600,450100,448100,436200,400000,384400,384400,364500,355000,359400,350600,358300,331200,331200,331200,274600,85,73,100,76,93,79,126,100,38,102,39,62,0,77,54,87,52,89,10,0,0,47,57
Alex,Mirkov,Alex Mirkov,Carlton,2021,Alex_Mirkov_Carlton_2021,RUC,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Neal-Bullen,Alex Neal-Bullen,Melbourne,2021,Alex_Neal-Bullen_Melbourne_2021,FWD,310100,310100,310100,334000,355100,352100,361300,342200,337200,328700,341100,347500,347100,344700,344700,334100,328000,324700,319000,322500,343900,400300,430100,71,101,64,78,59,91,22,79,81,64,74,68,61,0,50,71,66,45,86,110,138,64,61
Alex,Pearce,Alex Pearce,Fremantle,2021,Alex_Pearce_Fremantle_2021,DEF,235600,235600,235600,235600,235600,235600,235600,235600,235600,235600,235600,235600,235600,235600,235600,236600,266800,279500,281800,268100,268100,261300,285600,11,0,0,0,0,0,0,0,0,0,0,0,78,0,52,77,58,38,40,0,67,68,69
Alex,Sexton,Alex Sexton,Gold Coast,2021,Alex_Sexton_Gold Coast_2021,FWD,330000,330000,330000,307600,284200,259700,259700,259700,259700,259700,250100,260700,260700,261800,279600,280700,292300,298800,311000,317000,311700,300500,290900,71,49,23,55,33,0,0,0,0,45,96,0,18,78,71,42,75,90,33,54,74,56,31
Alex,Witherden,Alex Witherden,West Coast,2021,Alex_Witherden_West Coast_2021,DEF,456100,456100,456100,456100,456100,456100,456100,453500,423300,428300,428300,428300,428300,428300,428300,428300,415400,415400,415400,415400,415400,414600,421300,0,0,0,0,133,59,74,68,122,0,0,0,0,0,0,32,0,0,0,0,93,96,103
Aliir,Aliir,Aliir Aliir,Port Adelaide,2021,Aliir_Aliir_Port Adelaide_2021,DEF,321200,321200,321200,344000,373900,402300,443500,473700,484100,470500,457200,442700,442700,435300,444500,444600,443500,421500,407000,385300,358100,365400,449700,74,90,76,103,104,123,106,76,76,98,67,0,84,122,56,80,77,63,52,53,126,137,85
Andrew,Brayshaw,Andrew Brayshaw,Fremantle,2021,Andrew_Brayshaw_Fremantle_2021,MID,544200,544200,544200,545900,513500,482700,479500,507700,508300,514300,514300,500500,513200,506600,506600,517000,532000,541000,540300,530000,565200,588800,603300,125,132,66,48,117,112,121,70,126,0,81,120,92,0,110,135,91,97,109,190,93,0,112
Andrew,Gaff,Andrew Gaff,West Coast,2021,Andrew_Gaff_West Coast_2021,MID,570800,570800,570800,535000,518200,523400,508800,516100,532600,546800,535100,501400,484300,474300,474300,456500,456500,428500,417000,433200,454200,460400,459000,57,69,128,78,109,88,123,133,94,72,78,110,80,0,49,0,78,104,102,100,84,116,64
Andrew,McGrath,Andrew McGrath,Essendon,2021,Andrew_McGrath_Essendon_2021,MID,510000,510000,510000,504100,474000,470700,472000,479800,471400,471300,484600,493600,459200,459200,459200,459200,459200,459200,459200,459200,459200,459200,353600,133,74,79,74,117,89,93,84,104,123,84,9,0,0,0,0,0,0,0,0,0,48,84
Andrew,McPherson,Andrew McPherson,Adelaide,2021,Andrew_McPherson_Adelaide_2021,DEF,368300,368300,368300,325900,306100,299000,283600,262000,248500,248500,248500,248500,239700,242900,242900,242900,242900,242900,261900,287400,305300,319900,344800,44,19,57,70,36,35,49,41,0,0,0,38,72,0,0,0,0,79,62,71,83,69,80
Andrew,Phillips,Andrew Phillips,Essendon,2021,Andrew_Phillips_Essendon_2021,RUC,353000,353000,353000,353000,353000,353000,353000,353000,353000,372500,376100,374100,385600,385600,385600,385600,385600,385600,385600,385600,385600,385600,385600,0,0,0,0,0,99,0,87,69,74,78,97,0,0,0,0,0,0,0,0,0,0,0
Angus,Brayshaw,Angus Brayshaw,Melbourne,2021,Angus_Brayshaw_Melbourne_2021,MID,435200,435200,435200,413400,396700,397000,389200,385200,369400,356800,356200,367500,377600,366700,366700,365800,366900,364900,363100,352000,356800,340300,289700,76,46,84,74,75,67,81,45,66,100,73,69,60,0,85,72,56,87,47,87,42,27,61
Anthony,McDonald-Tipungwuti,Anthony McDonald-Tipungwuti,Essendon,2021,Anthony_McDonald-Tipungwuti_Essendon_2021,FWD,370400,370400,370400,383500,386400,373100,372900,384200,399500,396200,386500,393300,382100,382100,369900,348300,335400,336300,323100,297700,257800,221100,221100,71,80,96,55,45,119,84,60,87,67,93,49,0,52,68,55,78,39,17,31,23,0,0
Anthony,Scott,Anthony Scott,Western Bulldogs,2021,Anthony_Scott_Western Bulldogs_2021,MID FWD,102400,102400,102400,139500,153900,181300,201800,232500,266000,286400,281700,281700,273800,273800,273900,278600,264300,248600,248600,237000,245600,239000,239000,56,23,65,26,61,66,63,85,57,18,0,75,0,66,31,34,56,0,31,74,27,0,0
Anton,Tohill,Anton Tohill,Collingwood,2021,Anton_Tohill_Collingwood_2021,FWD,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
Archie,Perkins,Archie Perkins,Essendon,2021,Archie_Perkins_Essendon_2021,MID FWD,171300,171300,171300,171300,171300,189800,209400,242500,264500,271600,257200,252800,253400,253400,245500,230300,221000,246600,269800,289200,263900,263900,225900,0,0,36,50,56,50,94,50,30,49,65,38,0,26,46,42,101,58,45,12,0,47,57
Archie,Smith,Archie Smith,Brisbane Lions,2021,Archie_Smith_Brisbane Lions_2021,RUC,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,217100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Johnson,Ashley Johnson,Collingwood,2021,Ashley_Johnson_Collingwood_2021,FWD,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,0,0,0,0,0,0,0,0,0
Atu,Bosenavulagi,Atu Bosenavulagi,North Melbourne,2021,Atu_Bosenavulagi_North Melbourne_2021,FWD,175500,175500,175500,175500,175500,175500,175500,214400,214400,214400,214400,214400,214400,214400,214400,214400,214400,214400,212300,220300,229800,229800,247200,0,0,0,0,72,62,59,0,0,0,0,0,0,0,0,0,0,3,82,68,0,0,31
Austin,Bradtke,Austin Bradtke,Melbourne,2021,Austin_Bradtke_Melbourne_2021,RUC,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bachar,Houli,Bachar Houli,Richmond,2021,Bachar_Houli_Richmond_2021,DEF,465600,465600,465600,465600,465600,465600,457600,468700,476500,479400,470700,464500,471700,467700,467700,465400,471600,471600,471600,471600,471600,471600,471600,0,0,0,101,80,75,143,78,70,118,80,95,99,0,76,112,0,0,0,0,0,0,0
Bailey,Banfield,Bailey Banfield,Fremantle,2021,Bailey_Banfield_Fremantle_2021,FWD,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,288200,282900,246900,246900,234300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,17,53,17,0,74,36
Bailey,Dale,Bailey Dale,Western Bulldogs,2021,Bailey_Dale_Western Bulldogs_2021,FWD,298500,298500,298500,334300,366300,407700,422800,444800,444700,454700,479900,502500,524800,524800,499800,476700,466800,475300,480900,469400,478200,472800,476200,72,89,95,84,129,61,112,91,85,152,102,96,0,50,96,111,89,98,72,130,72,108,101
Bailey,Laurie,Bailey Laurie,Melbourne,2021,Bailey_Laurie_Melbourne_2021,DEF FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bailey,Scott,Bailey Scott,North Melbourne,2021,Bailey_Scott_North Melbourne_2021,MID FWD,332300,332300,332300,331900,307000,278400,278400,278400,278400,278400,278400,255600,255600,239100,243300,243300,254500,270800,284700,308600,320000,313600,251800,93,49,52,37,26,0,0,0,0,0,52,0,38,58,0,72,58,64,101,45,31,50,17
Bailey,Smith,Bailey Smith,Western Bulldogs,2021,Bailey_Smith_Western Bulldogs_2021,MID,494600,494600,494600,497600,483400,471500,451800,441000,413200,405900,400700,416500,407100,407100,382800,381700,394200,434500,453000,497300,520800,523600,438800,123,87,87,85,84,64,97,38,95,97,84,46,0,51,126,75,124,104,141,105,72,44,82
Bailey,Williams,Bailey Williams,West Coast,2021,Bailey_Williams_West Coast_2021,RUC FWD,452600,452600,452600,460800,443300,411300,411300,411300,411300,389100,376000,371900,356700,356700,363900,364600,380100,371200,373900,372800,383700,402800,404500,121,86,77,67,43,0,0,0,85,74,57,56,0,110,50,89,66,74,79,94,100,71,65
Bailey,Williams,Bailey Williams,Western Bulldogs,2021,Bailey_Williams_Western Bulldogs_2021,RUC FWD,452600,452600,452600,460800,443300,411300,411300,411300,411300,389100,376000,371900,356700,356700,363900,364600,380100,371200,373900,372800,383700,402800,404500,121,86,77,67,43,0,0,0,85,74,57,56,0,110,50,89,66,74,79,94,100,71,65
Barry,O'Connor,Barry O'Connor,Sydney,2021,Barry_O'Connor_Sydney_2021,DEF FWD,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayley,Fritsch,Bayley Fritsch,Melbourne,2021,Bayley_Fritsch_Melbourne_2021,FWD,359300,359300,359300,350900,361400,361400,371300,386100,366200,358900,320600,317900,310200,312700,312700,299800,304300,306400,323500,321800,346500,337100,361200,64,49,79,101,0,55,99,30,73,24,89,59,44,0,52,90,43,90,55,103,28,132,59
Beau,McCreery,Beau McCreery,Collingwood,2021,Beau_McCreery_Collingwood_2021,FWD,117300,117300,117300,117300,117300,117300,158000,187800,199000,205700,210300,210300,210300,220800,220800,210200,210200,210200,210200,210200,210200,194400,153900,0,0,0,56,58,47,57,33,44,56,0,0,50,0,0,0,0,0,0,0,40,27,3
Ben,Ainsworth,Ben Ainsworth,Gold Coast,2021,Ben_Ainsworth_Gold Coast_2021,MID FWD,406300,406300,406300,406300,371500,341700,348700,333300,320100,291000,291000,291000,291000,291000,291000,282100,315100,343400,368400,365600,354200,344500,312400,0,51,24,84,42,91,40,37,48,0,0,0,0,0,66,126,59,78,75,39,76,46,51
Ben,Brown,Ben Brown,Melbourne,2021,Ben_Brown_Melbourne_2021,FWD,260300,260300,260300,260300,260300,260300,260300,260300,260300,268100,268100,268100,268100,268100,268100,268100,268100,279200,285100,301000,327200,361600,377300,0,0,0,0,0,0,57,67,49,0,0,0,0,0,0,0,68,64,73,102,99,74,44
Ben,Cavarra,Ben Cavarra,Western Bulldogs,2021,Ben_Cavarra_Western Bulldogs_2021,FWD,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,194900,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Cunnington,Ben Cunnington,North Melbourne,2021,Ben_Cunnington_North Melbourne_2021,MID,439800,439800,439800,439800,439800,436100,427800,452800,462900,493100,514300,549800,549800,573600,582300,592000,592900,598800,598800,590400,590400,590400,590400,0,0,92,71,86,81,145,66,134,142,113,0,129,110,126,113,126,0,97,0,0,0,0
Ben,Davis,Ben Davis,Adelaide,2021,Ben_Davis_Adelaide_2021,FWD,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,201700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,63,50
Ben,Jarvis,Ben Jarvis,Geelong,2021,Ben_Jarvis_Geelong_2021,DEF FWD,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,139200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,Ben Johnson,West Coast,2021,Ben_Johnson_West Coast_2021,DEF,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Keays,Ben Keays,Adelaide,2021,Ben_Keays_Adelaide_2021,MID,436200,436200,436200,449500,467600,479700,503000,509200,525700,507700,507500,498200,502600,499600,499600,522500,530800,527000,511900,506000,495100,473400,508000,89,79,118,107,76,152,86,102,85,115,83,109,103,0,134,88,84,110,96,71,80,125,173
Ben,King,Ben King,Gold Coast,2021,Ben_King_Gold Coast_2021,FWD,298700,298700,298700,303900,300900,287200,289900,303700,324200,325300,321900,343000,343000,339900,324800,271700,273400,268100,273000,262500,254800,237400,189400,57,65,65,41,39,95,70,62,64,60,117,0,22,24,25,114,11,47,80,12,21,18,65
Ben,Long,Ben Long,St Kilda,2021,Ben_Long_St Kilda_2021,DEF,384100,384100,384100,348600,348600,304300,250300,250300,250300,206100,206100,206100,206100,197900,197900,210000,232100,240700,246700,254600,240600,240600,235900,79,50,16,0,38,3,0,0,8,0,0,0,94,0,42,37,78,43,43,34,0,0,60
Ben,McEvoy,Ben McEvoy,Hawthorn,2021,Ben_McEvoy_Hawthorn_2021,DEF RUC,456000,456000,456000,440300,424500,419500,414700,421600,443900,449600,440800,433600,433600,448400,481200,504400,519100,505100,485700,473800,457200,444100,431700,89,49,94,79,64,93,106,102,70,76,102,0,116,116,104,109,63,87,111,47,86,90,102
Ben,McKay,Ben McKay,North Melbourne,2021,Ben_McKay_North Melbourne_2021,DEF,333600,333600,333600,311600,304900,302500,321100,309500,323200,322300,336400,322500,322500,309500,295600,286800,287600,279900,276800,266200,266800,266000,258400,69,42,35,90,48,82,35,98,58,68,44,0,52,52,50,68,35,58,47,55,56,49,42
Ben,Miller,Ben Miller,Richmond,2021,Ben_Miller_Richmond_2021,DEF,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Ben,Paton,Ben Paton,St Kilda,2021,Ben_Paton_St Kilda_2021,DEF,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,344200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Ronke,Ben Ronke,Sydney,2021,Ben_Ronke_Sydney_2021,FWD,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,275600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Bigoa,Nyuon,Bigoa Nyuon,Richmond,2021,Bigoa_Nyuon_Richmond_2021,DEF RUC,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Frampton,Billy Frampton,Adelaide,2021,Billy_Frampton_Adelaide_2021,FWD,257200,257200,257200,254600,227700,207200,207200,207200,207200,195900,195900,195900,195900,195900,195900,195900,193300,197000,197000,215200,215200,215200,227300,89,38,18,32,37,0,0,0,29,0,0,0,0,0,0,43,51,0,64,0,0,0,45
Blake,Acres,Blake Acres,Fremantle,2021,Blake_Acres_Fremantle_2021,MID,453600,453600,453600,404100,391900,386500,389800,391900,381000,369800,358700,349900,339600,339600,339600,356400,368400,363400,344400,344400,344400,344400,314000,24,67,63,79,75,81,81,46,75,74,46,65,93,0,80,63,64,48,0,0,0,0,30
Blake,Coleman,Blake Coleman,Brisbane Lions,2021,Blake_Coleman_Brisbane Lions_2021,FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake,Hardwick,Blake Hardwick,Hawthorn,2021,Blake_Hardwick_Hawthorn_2021,DEF,373100,373100,373100,393900,425100,440200,466200,469700,475000,489700,502600,504200,504200,478000,465100,443100,434800,434800,434800,417800,406700,414000,437300,90,103,73,125,85,108,93,90,134,97,74,0,72,102,50,89,0,0,80,55,125,76,103
Boyd,Woodcock,Boyd Woodcock,Port Adelaide,2021,Boyd_Woodcock_Port Adelaide_2021,FWD,261100,261100,261100,261100,261100,261100,261100,259000,259000,259000,259000,259000,259000,241200,241200,241200,241200,241200,237300,243600,243600,243600,243600,0,0,0,0,68,45,38,0,0,0,0,0,32,0,0,0,0,66,57,0,0,0,0
Brad,Close,Brad Close,Geelong,2021,Brad_Close_Geelong_2021,FWD,286100,286100,286100,286100,286100,286100,293000,303700,322900,345900,348500,339800,339800,328000,328900,322000,318100,316100,339900,355100,368400,341400,293600,0,0,0,72,55,57,87,80,78,54,57,0,66,69,43,68,73,103,60,79,20,58,59
Brad,Crouch,Brad Crouch,St Kilda,2021,Brad_Crouch_St Kilda_2021,MID,448600,448600,448600,448600,448600,459000,451400,427500,421400,452900,457000,467100,486300,529900,529900,545400,531800,501600,491900,463900,438900,401700,401800,0,0,66,137,83,33,99,108,116,55,126,141,124,0,82,83,82,114,32,74,72,92,87
Brad,Hill,Brad Hill,St Kilda,2021,Brad_Hill_St Kilda_2021,MID,354000,354000,354000,342200,340300,330000,323700,336000,361700,393000,382400,359000,339700,345400,345400,361600,387700,399200,420400,420300,416500,405800,362200,68,58,55,83,38,59,124,75,88,47,41,82,94,0,64,113,79,96,74,72,79,45,62
Brad,Sheppard,Brad Sheppard,West Coast,2021,Brad_Sheppard_West Coast_2021,DEF,492700,492700,492700,452500,431000,436200,427000,407800,389200,382500,375000,362400,321500,321500,321500,319100,312400,344500,348100,352800,353500,349300,347400,64,51,83,82,99,55,57,88,72,51,73,1,0,0,112,61,85,69,63,80,59,68,0
Braeden,Campbell,Braeden Campbell,Sydney,2021,Braeden_Campbell_Sydney_2021,MID FWD,189300,189300,189300,230000,258100,244000,235800,235800,235800,235800,235800,235800,235800,235800,235800,235800,235800,235800,235800,235800,235800,235800,231400,56,118,29,51,39,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,41
Brandan,Parfitt,Brandan Parfitt,Geelong,2021,Brandan_Parfitt_Geelong_2021,MID,455100,455100,455100,446700,446700,451400,450200,452200,421100,403300,399600,425300,425300,450300,468900,464900,465100,469600,467900,461600,423200,387000,332100,111,67,70,0,135,58,80,60,71,101,126,0,85,92,90,91,105,82,76,30,65,37,85
Brandon,Ellis,Brandon Ellis,Gold Coast,2021,Brandon_Ellis_Gold Coast_2021,MID,450600,450600,450600,457100,473700,490400,494100,518500,522500,518600,487400,488600,488600,492500,489600,474000,467900,489700,461200,461200,461200,412800,412800,64,103,112,90,113,94,143,80,80,78,137,0,87,55,111,98,118,13,0,0,35,0,0
Brandon,Starcevich,Brandon Starcevich,Brisbane Lions,2021,Brandon_Starcevich_Brisbane Lions_2021,DEF,307300,307300,307300,304500,312000,305500,302900,286700,291500,291500,304400,315200,332400,332400,344100,339000,331600,316300,312800,301200,301400,293700,274900,55,61,58,76,34,64,46,71,57,75,75,77,0,67,47,68,47,67,45,68,50,33,74
Brandon,Walker,Brandon Walker,Fremantle,2021,Brandon_Walker_Fremantle_2021,DEF,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,147100,159800,158900,161000,159700,173500,205000,0,0,0,0,0,0,0,0,0,0,0,0,50,0,36,50,30,14,55,24,48,53,63
Brandon,Zerk-Thatcher,Brandon Zerk-Thatcher,Essendon,2021,Brandon_Zerk-Thatcher_Essendon_2021,DEF,255200,255200,255200,255200,255200,255200,254300,254300,254300,254300,254300,238700,238700,238700,228300,223300,223300,223300,223300,223300,223300,223300,223300,0,0,63,47,0,38,0,0,0,0,32,0,0,45,46,0,0,0,0,0,0,0,0
Brayden,Ainsworth,Brayden Ainsworth,West Coast,2021,Brayden_Ainsworth_West Coast_2021,MID FWD,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,253900,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayden,Cook,Brayden Cook,Adelaide,2021,Brayden_Cook_Adelaide_2021,MID FWD,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,148700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,71
Brayden,Fiorini,Brayden Fiorini,Gold Coast,2021,Brayden_Fiorini_Gold Coast_2021,MID,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,301700,322900,362500,415500,461300,503100,528400,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,88,89,107,139,106,126,119,88
